distance_mm,height_mm,level,x_profile_mm,y_profile_mm,x_samlight_mm,y_samlight_mm
1.430259,0.023089,2,2.800208,-3.812264,-51.269735,-0.652088
1.433964,0.019773,2,2.796932,-3.813996,-51.273007,-0.653776
1.437670,0.015671,2,2.793657,-3.815729,-51.276280,-0.655463
1.441375,0.011669,2,2.790381,-3.817461,-51.279553,-0.657151
1.445080,0.007666,2,2.787106,-3.819194,-51.282825,-0.658838
1.448786,0.004506,2,2.783831,-3.820926,-51.286098,-0.660526
1.452491,0.003285,2,2.780555,-3.822659,-51.289370,-0.662213
1.456197,0.003000,2,2.777280,-3.824391,-51.292643,-0.663901
1.459902,0.003483,2,2.774005,-3.826124,-51.295916,-0.665588
1.463607,0.004367,2,2.770729,-3.827856,-51.299188,-0.667276
1.467313,0.005250,2,2.767454,-3.829589,-51.302461,-0.668963
1.471018,0.006025,2,2.764179,-3.831321,-51.305734,-0.670651
1.474723,0.005717,2,2.760903,-3.833054,-51.309006,-0.672338
1.478429,0.005249,2,2.757628,-3.834786,-51.312279,-0.674026
1.482134,0.004563,2,2.754353,-3.836519,-51.315552,-0.675713
1.485839,0.003628,2,2.751077,-3.838251,-51.318824,-0.677401
1.489545,0.003400,2,2.747802,-3.839984,-51.322097,-0.679088
1.493250,0.003982,2,2.744527,-3.841716,-51.325370,-0.680776
1.496955,0.004553,2,2.741251,-3.843449,-51.328642,-0.682463
1.500661,0.005967,2,2.737976,-3.845181,-51.331915,-0.684151
1.504366,0.008175,2,2.734700,-3.846914,-51.335188,-0.685838
1.508071,0.009467,2,2.731425,-3.848646,-51.338460,-0.687526
1.511777,0.009862,2,2.728150,-3.850379,-51.341733,-0.689213
1.515482,0.008835,2,2.724874,-3.852111,-51.345006,-0.690901
1.519187,0.008107,2,2.721599,-3.853844,-51.348278,-0.692588
1.522893,0.008000,2,2.718324,-3.855576,-51.351551,-0.694276
1.526598,0.008391,2,2.715048,-3.857309,-51.354824,-0.695963
1.530303,0.009275,2,2.711773,-3.859041,-51.358096,-0.697651
1.534009,0.010159,2,2.708498,-3.860774,-51.361369,-0.699338
1.537714,0.011043,2,2.705222,-3.862506,-51.364642,-0.701026
1.541419,0.011926,2,2.701947,-3.864239,-51.367914,-0.702713
1.545125,0.013786,2,2.698672,-3.865971,-51.371187,-0.704401
1.548830,0.015766,2,2.695396,-3.867704,-51.374460,-0.706088
1.552535,0.017678,2,2.692121,-3.869436,-51.377732,-0.707776
1.556241,0.018830,2,2.688845,-3.871169,-51.381005,-0.709463
1.559946,0.020048,2,2.685570,-3.872901,-51.384278,-0.711151
1.563651,0.021349,2,2.682295,-3.874634,-51.387550,-0.712838
1.567357,0.023087,2,2.679019,-3.876366,-51.390823,-0.714526
1.571062,0.024435,2,2.675744,-3.878099,-51.394096,-0.716213
1.574767,0.025869,2,2.672469,-3.879831,-51.397368,-0.717901
1.578473,0.026852,2,2.669193,-3.881564,-51.400641,-0.719588
1.582178,0.027000,2,2.665918,-3.883296,-51.403914,-0.721276
1.585883,0.026324,2,2.662643,-3.885029,-51.407186,-0.722963
1.589589,0.025678,2,2.659367,-3.886761,-51.410459,-0.724651
1.593294,0.024458,2,2.656092,-3.888494,-51.413732,-0.726338
1.596999,0.022976,2,2.652817,-3.890226,-51.417004,-0.728026
1.600705,0.020755,2,2.649541,-3.891959,-51.420277,-0.729713
1.604410,0.019404,2,2.646266,-3.893691,-51.423549,-0.731401
1.608115,0.018053,2,2.642991,-3.895424,-51.426822,-0.733089
1.611821,0.017003,2,2.639715,-3.897156,-51.430095,-0.734776
1.615526,0.015923,2,2.636440,-3.898889,-51.433367,-0.736464
1.619231,0.014734,2,2.633164,-3.900621,-51.436640,-0.738151
1.622937,0.013647,2,2.629889,-3.902354,-51.439913,-0.739839
1.626642,0.012664,2,2.626614,-3.904086,-51.443185,-0.741526
1.630347,0.013000,2,2.623338,-3.905819,-51.446458,-0.743214
1.634053,0.013398,2,2.620063,-3.907551,-51.449731,-0.744901
1.637758,0.013986,2,2.616788,-3.909284,-51.453003,-0.746589
1.641463,0.014536,2,2.613512,-3.911016,-51.456276,-0.748276
1.645169,0.014742,2,2.610237,-3.912749,-51.459549,-0.749964
1.648874,0.014745,2,2.606962,-3.914481,-51.462821,-0.751651
1.652579,0.014155,2,2.603686,-3.916214,-51.466094,-0.753339
1.656285,0.014000,2,2.600411,-3.917946,-51.469367,-0.755026
1.659990,0.014137,2,2.597136,-3.919679,-51.472639,-0.756714
1.663695,0.015125,2,2.593860,-3.921411,-51.475912,-0.758401
1.667401,0.015593,2,2.590585,-3.923144,-51.479185,-0.760089
1.671106,0.016000,2,2.587310,-3.924876,-51.482457,-0.761776
1.674811,0.015257,2,2.584034,-3.926609,-51.485730,-0.763464
1.678517,0.015000,2,2.580759,-3.928341,-51.489003,-0.765151
1.682222,0.015737,2,2.577483,-3.930074,-51.492275,-0.766839
1.685927,0.016367,2,2.574208,-3.931806,-51.495548,-0.768526
1.689633,0.016722,2,2.570933,-3.933539,-51.498821,-0.770214
1.693338,0.015838,2,2.567657,-3.935271,-51.502093,-0.771901
1.697043,0.014908,2,2.564382,-3.937004,-51.505366,-0.773589
1.700749,0.013141,2,2.561107,-3.938736,-51.508639,-0.775276
1.704454,0.011373,2,2.557831,-3.940469,-51.511911,-0.776964
1.708159,0.011000,2,2.554556,-3.942201,-51.515184,-0.778651
1.711865,0.010915,2,2.551281,-3.943934,-51.518457,-0.780339
1.715570,0.011153,2,2.548005,-3.945666,-51.521729,-0.782026
1.719275,0.010562,2,2.544730,-3.947399,-51.525002,-0.783714
1.722981,0.009627,2,2.541455,-3.949131,-51.528275,-0.785401
1.726686,0.007811,2,2.538179,-3.950864,-51.531547,-0.787089
1.730391,0.006460,2,2.534904,-3.952596,-51.534820,-0.788776
1.734097,0.005102,2,2.531628,-3.954329,-51.538093,-0.790464
1.737802,0.004492,2,2.528353,-3.956061,-51.541365,-0.792151
1.741507,0.002978,2,2.525078,-3.957794,-51.544638,-0.793839
1.745213,0.000103,2,2.521802,-3.959526,-51.547911,-0.795526
1.748918,-0.004437,2,2.518527,-3.961259,-51.551183,-0.797214
1.752623,-0.008267,2,2.515252,-3.962991,-51.554456,-0.798901
1.756329,-0.011248,2,2.511976,-3.964724,-51.557728,-0.800589
1.760034,-0.013509,2,2.508701,-3.966456,-51.561001,-0.802276
1.763739,-0.014253,2,2.505426,-3.968189,-51.564274,-0.803964
1.767445,-0.015609,2,2.502150,-3.969921,-51.567546,-0.805651
1.771150,-0.017046,2,2.498875,-3.971654,-51.570819,-0.807339
1.774855,-0.018905,2,2.495600,-3.973386,-51.574092,-0.809026
1.778561,-0.019932,2,2.492324,-3.975119,-51.577364,-0.810714
1.782266,-0.019711,2,2.489049,-3.976851,-51.580637,-0.812401
1.785971,-0.019153,2,2.485774,-3.978584,-51.583910,-0.814089
1.789677,-0.017859,2,2.482498,-3.980316,-51.587182,-0.815777
1.793382,-0.017000,2,2.479223,-3.982049,-51.590455,-0.817464
1.797087,-0.017000,2,2.475947,-3.983781,-51.593728,-0.819152
1.800793,-0.016578,2,2.472672,-3.985514,-51.597000,-0.820839
1.804498,-0.016787,2,2.469397,-3.987246,-51.600273,-0.822527
1.808203,-0.016843,2,2.466121,-3.988979,-51.603546,-0.824214
1.811909,-0.017000,2,2.462846,-3.990711,-51.606818,-0.825902
1.815614,-0.017096,2,2.459571,-3.992444,-51.610091,-0.827589
1.819319,-0.017920,2,2.456295,-3.994176,-51.613364,-0.829277
1.823025,-0.019248,2,2.453020,-3.995909,-51.616636,-0.830964
1.826730,-0.020374,2,2.449745,-3.997641,-51.619909,-0.832652
1.830435,-0.021162,2,2.446469,-3.999374,-51.623182,-0.834339
1.834141,-0.021629,2,2.443194,-4.001106,-51.626454,-0.836027
1.837846,-0.022097,2,2.439919,-4.002839,-51.629727,-0.837714
1.841551,-0.021536,2,2.436643,-4.004571,-51.633000,-0.839402
1.845257,-0.020236,2,2.433368,-4.006304,-51.636272,-0.841089
1.848962,-0.018936,2,2.430092,-4.008036,-51.639545,-0.842777
1.852667,-0.017636,2,2.426817,-4.009769,-51.642818,-0.844464
1.856373,-0.016364,2,2.423542,-4.011501,-51.646090,-0.846152
1.860078,-0.015127,2,2.420266,-4.013234,-51.649363,-0.847839
1.863783,-0.014553,2,2.416991,-4.014966,-51.652636,-0.849527
1.867489,-0.013550,2,2.413716,-4.016699,-51.655908,-0.851214
1.871194,-0.012720,2,2.410440,-4.018431,-51.659181,-0.852902
1.874899,-0.012410,2,2.407165,-4.020164,-51.662454,-0.854589
1.878605,-0.012155,2,2.403890,-4.021896,-51.665726,-0.856277
1.882310,-0.011764,2,2.400614,-4.023629,-51.668999,-0.857964
1.886015,-0.011055,2,2.397339,-4.025361,-51.672272,-0.859652
1.889721,-0.010636,2,2.394064,-4.027094,-51.675544,-0.861339
1.893426,-0.009335,2,2.390788,-4.028826,-51.678817,-0.863027
1.897131,-0.008806,2,2.387513,-4.030559,-51.682090,-0.864714
1.900837,-0.007719,2,2.384238,-4.032291,-51.685362,-0.866402
1.904542,-0.007512,2,2.380962,-4.034024,-51.688635,-0.868089
1.908247,-0.007979,2,2.377687,-4.035756,-51.691907,-0.869777
1.911953,-0.008753,2,2.374411,-4.037489,-51.695180,-0.871464
1.915658,-0.010104,2,2.371136,-4.039221,-51.698453,-0.873152
1.919363,-0.011455,2,2.367861,-4.040954,-51.701725,-0.874839
1.923069,-0.012807,2,2.364585,-4.042686,-51.704998,-0.876527
1.926774,-0.013317,2,2.361310,-4.044419,-51.708271,-0.878214
1.930479,-0.013941,2,2.358035,-4.046151,-51.711543,-0.879902
1.934185,-0.014000,2,2.354759,-4.047884,-51.714816,-0.881589
1.937890,-0.014000,2,2.351484,-4.049617,-51.718089,-0.883277
1.941595,-0.013884,2,2.348209,-4.051349,-51.721361,-0.884964
1.945301,-0.014260,2,2.344933,-4.053082,-51.724634,-0.886652
1.949006,-0.015023,2,2.341658,-4.054814,-51.727907,-0.888339
1.952711,-0.015423,2,2.338383,-4.056547,-51.731179,-0.890027
1.956417,-0.014831,2,2.335107,-4.058279,-51.734452,-0.891714
1.960122,-0.013428,2,2.331832,-4.060012,-51.737725,-0.893402
1.963827,-0.011347,2,2.328557,-4.061744,-51.740997,-0.895089
1.967533,-0.009623,2,2.325281,-4.063477,-51.744270,-0.896777
1.971238,-0.008188,2,2.322006,-4.065209,-51.747543,-0.898465
1.974943,-0.007606,2,2.318730,-4.066942,-51.750815,-0.900152
1.978649,-0.007139,2,2.315455,-4.068674,-51.754088,-0.901840
1.982354,-0.006671,2,2.312180,-4.070407,-51.757361,-0.903527
1.986059,-0.006204,2,2.308904,-4.072139,-51.760633,-0.905215
1.989765,-0.004835,2,2.305629,-4.073872,-51.763906,-0.906902
1.993470,-0.003721,2,2.302354,-4.075604,-51.767179,-0.908590
1.997175,-0.002603,2,2.299078,-4.077337,-51.770451,-0.910277
2.000881,-0.001495,2,2.295803,-4.079069,-51.773724,-0.911965
2.004586,-0.000519,2,2.292528,-4.080802,-51.776997,-0.913652
2.008291,0.000000,2,2.289252,-4.082534,-51.780269,-0.915340
2.011997,0.000000,2,2.285977,-4.084267,-51.783542,-0.917027
2.015702,0.000000,2,2.282702,-4.085999,-51.786815,-0.918715
2.019407,0.000000,2,2.279426,-4.087732,-51.790087,-0.920402
2.023113,-0.000434,2,2.276151,-4.089464,-51.793360,-0.922090
2.026818,-0.000061,2,2.272875,-4.091197,-51.796633,-0.923777
2.030523,0.000057,2,2.269600,-4.092929,-51.799905,-0.925465
2.034229,0.000335,2,2.266325,-4.094662,-51.803178,-0.927152
2.037934,0.000341,2,2.263049,-4.096394,-51.806451,-0.928840
2.041639,0.000809,2,2.259774,-4.098127,-51.809723,-0.930527
2.045345,0.001034,2,2.256499,-4.099859,-51.812996,-0.932215
2.049050,0.001744,2,2.253223,-4.101592,-51.816269,-0.933902
2.052755,0.002188,2,2.249948,-4.103324,-51.819541,-0.935590
2.056461,0.003453,2,2.246673,-4.105057,-51.822814,-0.937277
2.060166,0.004708,2,2.243397,-4.106789,-51.826086,-0.938965
2.063871,0.005000,2,2.240122,-4.108522,-51.829359,-0.940652
2.067577,0.004966,2,2.236847,-4.110254,-51.832632,-0.942340
2.071282,0.004312,2,2.233571,-4.111987,-51.835904,-0.944027
2.074987,0.003810,2,2.230296,-4.113719,-51.839177,-0.945715
2.078693,0.003483,2,2.227021,-4.115452,-51.842450,-0.947402
2.082398,0.003951,2,2.223745,-4.117184,-51.845722,-0.949090
2.086103,0.004418,2,2.220470,-4.118917,-51.848995,-0.950777
2.089809,0.004157,2,2.217194,-4.120649,-51.852268,-0.952465
2.093514,0.003525,2,2.213919,-4.122382,-51.855540,-0.954152
2.097219,0.002415,2,2.210644,-4.124114,-51.858813,-0.955840
2.100925,0.001799,2,2.207368,-4.125847,-51.862086,-0.957527
2.104630,0.000736,2,2.204093,-4.127579,-51.865358,-0.959215
2.108335,0.000223,2,2.200818,-4.129312,-51.868631,-0.960902
2.112041,0.000732,2,2.197542,-4.131044,-51.871904,-0.962590
2.115746,0.001915,2,2.194267,-4.132777,-51.875176,-0.964277
2.119451,0.003598,2,2.190992,-4.134509,-51.878449,-0.965965
2.123157,0.005365,2,2.187716,-4.136242,-51.881722,-0.967652
2.126862,0.006815,2,2.184441,-4.137974,-51.884994,-0.969340
2.130567,0.007438,2,2.181166,-4.139707,-51.888267,-0.971027
2.134273,0.007504,2,2.177890,-4.141439,-51.891540,-0.972715
2.137978,0.007029,2,2.174615,-4.143172,-51.894812,-0.974402
2.141683,0.007000,2,2.171339,-4.144904,-51.898085,-0.976090
2.145389,0.007000,2,2.168064,-4.146637,-51.901358,-0.977777
2.149094,0.006083,2,2.164789,-4.148369,-51.904630,-0.979465
2.152799,0.006000,2,2.161513,-4.150102,-51.907903,-0.981153
2.156505,0.005809,2,2.158238,-4.151834,-51.911176,-0.982840
2.160210,0.005111,2,2.154963,-4.153567,-51.914448,-0.984528
2.163915,0.004596,2,2.151687,-4.155299,-51.917721,-0.986215
2.167621,0.004000,2,2.148412,-4.157032,-51.920994,-0.987903
2.171326,0.004171,2,2.145137,-4.158764,-51.924266,-0.989590
2.175031,0.004638,2,2.141861,-4.160497,-51.927539,-0.991278
2.178737,0.005106,2,2.138586,-4.162229,-51.930812,-0.992965
2.182442,0.004750,2,2.135311,-4.163962,-51.934084,-0.994653
2.186147,0.005012,2,2.132035,-4.165694,-51.937357,-0.996340
2.189853,0.004409,2,2.128760,-4.167427,-51.940630,-0.998028
2.193558,0.004000,2,2.125485,-4.169159,-51.943902,-0.999715
2.197263,0.003199,2,2.122209,-4.170892,-51.947175,-1.001403
2.200969,0.001847,2,2.118934,-4.172624,-51.950448,-1.003090
2.204674,0.000087,2,2.115658,-4.174357,-51.953720,-1.004778
2.208379,-0.001028,2,2.112383,-4.176089,-51.956993,-1.006465
2.212085,-0.003435,2,2.109108,-4.177822,-51.960265,-1.008153
2.215790,-0.006501,2,2.105832,-4.179554,-51.963538,-1.009840
2.219495,-0.006592,2,2.102557,-4.181287,-51.966811,-1.011528
2.223201,-0.003043,2,2.099282,-4.183019,-51.970083,-1.013215
2.226906,0.001019,2,2.096006,-4.184752,-51.973356,-1.014903
2.230611,0.002954,2,2.092731,-4.186484,-51.976629,-1.016590
2.234317,0.002686,2,2.089456,-4.188217,-51.979901,-1.018278
2.238022,0.001107,2,2.086180,-4.189949,-51.983174,-1.019965
2.241727,-0.001945,2,2.082905,-4.191682,-51.986447,-1.021653
2.245433,-0.007573,2,2.079630,-4.193414,-51.989719,-1.023340
2.249138,-0.013884,2,2.076354,-4.195147,-51.992992,-1.025028
2.252843,-0.020764,2,2.073079,-4.196879,-51.996265,-1.026715
2.256549,-0.026458,2,2.069804,-4.198612,-51.999537,-1.028403
2.260254,-0.030638,2,2.066528,-4.200344,-52.002810,-1.030090
2.263959,-0.031209,2,2.063253,-4.202077,-52.006083,-1.031778
2.267665,-0.027198,2,2.059977,-4.203809,-52.009355,-1.033465
2.271370,-0.021975,2,2.056702,-4.205542,-52.012628,-1.035153
2.275075,-0.017841,2,2.053427,-4.207274,-52.015901,-1.036840
2.278781,-0.016748,2,2.050151,-4.209007,-52.019173,-1.038528
2.282486,-0.017472,2,2.046876,-4.210739,-52.022446,-1.040215
2.286191,-0.018914,2,2.043601,-4.212472,-52.025719,-1.041903
2.289897,-0.020041,2,2.040325,-4.214204,-52.028991,-1.043590
2.293602,-0.021083,2,2.037050,-4.215937,-52.032264,-1.045278
2.297307,-0.022468,2,2.033775,-4.217669,-52.035537,-1.046965
2.301013,-0.023612,2,2.030499,-4.219402,-52.038809,-1.048653
2.304718,-0.023977,2,2.027224,-4.221134,-52.042082,-1.050340
2.308423,-0.024405,2,2.023949,-4.222867,-52.045355,-1.052028
2.312129,-0.024065,2,2.020673,-4.224599,-52.048627,-1.053715
2.315834,-0.025207,2,2.017398,-4.226332,-52.051900,-1.055403
2.319539,-0.027134,2,2.014122,-4.228064,-52.055173,-1.057090
2.323245,-0.029828,2,2.010847,-4.229797,-52.058445,-1.058778
2.326950,-0.033289,2,2.007572,-4.231529,-52.061718,-1.060465
2.330655,-0.036430,2,2.004296,-4.233262,-52.064991,-1.062153
2.334361,-0.037654,2,2.001021,-4.234994,-52.068263,-1.063841
2.338066,-0.038068,2,1.997746,-4.236727,-52.071536,-1.065528
2.341771,-0.037396,2,1.994470,-4.238459,-52.074809,-1.067216
2.345477,-0.036893,2,1.991195,-4.240192,-52.078081,-1.068903
2.349182,-0.035793,2,1.987920,-4.241924,-52.081354,-1.070591
2.352887,-0.034172,2,1.984644,-4.243657,-52.084627,-1.072278
2.356593,-0.032441,2,1.981369,-4.245389,-52.087899,-1.073966
2.360298,-0.029969,2,1.978094,-4.247122,-52.091172,-1.075653
2.364003,-0.028081,2,1.974818,-4.248854,-52.094445,-1.077341
2.367709,-0.026198,2,1.971543,-4.250587,-52.097717,-1.079028
2.371414,-0.023859,2,1.968268,-4.252319,-52.100990,-1.080716
2.375119,-0.022353,2,1.964992,-4.254052,-52.104262,-1.082403
2.378825,-0.022315,2,1.961717,-4.255784,-52.107535,-1.084091
2.382530,-0.022531,2,1.958441,-4.257517,-52.110808,-1.085778
2.386235,-0.022877,2,1.955166,-4.259249,-52.114080,-1.087466
2.389941,-0.021537,2,1.951891,-4.260982,-52.117353,-1.089153
2.393646,-0.018805,2,1.948615,-4.262714,-52.120626,-1.090841
2.397351,-0.015146,2,1.945340,-4.264447,-52.123898,-1.092528
2.401057,-0.013060,2,1.942065,-4.266179,-52.127171,-1.094216
2.404762,-0.012149,2,1.938789,-4.267912,-52.130444,-1.095903
2.408467,-0.012000,2,1.935514,-4.269644,-52.133716,-1.097591
2.412173,-0.012000,2,1.932239,-4.271377,-52.136989,-1.099278
2.415878,-0.011485,2,1.928963,-4.273109,-52.140262,-1.100966
2.419584,-0.010614,2,1.925688,-4.274842,-52.143534,-1.102653
2.423289,-0.009730,2,1.922413,-4.276574,-52.146807,-1.104341
2.426994,-0.008780,2,1.919137,-4.278307,-52.150080,-1.106028
2.430700,-0.007030,2,1.915862,-4.280039,-52.153352,-1.107716
2.434405,-0.004795,2,1.912586,-4.281772,-52.156625,-1.109403
2.438110,-0.002697,2,1.909311,-4.283504,-52.159898,-1.111091
2.441816,-0.000809,2,1.906036,-4.285237,-52.163170,-1.112778
2.445521,0.000664,2,1.902760,-4.286969,-52.166443,-1.114466
2.449226,0.001815,2,1.899485,-4.288702,-52.169716,-1.116153
2.452932,0.002938,2,1.896210,-4.290434,-52.172988,-1.117841
2.456637,0.004429,2,1.892934,-4.292167,-52.176261,-1.119528
2.460342,0.006417,2,1.889659,-4.293899,-52.179534,-1.121216
2.464048,0.008195,2,1.886384,-4.295632,-52.182806,-1.122903
2.467753,0.010392,2,1.883108,-4.297364,-52.186079,-1.124591
2.471458,0.011796,2,1.879833,-4.299097,-52.189352,-1.126278
2.475164,0.012823,2,1.876558,-4.300829,-52.192624,-1.127966
2.478869,0.012473,2,1.873282,-4.302562,-52.195897,-1.129653
2.482574,0.011589,2,1.870007,-4.304294,-52.199170,-1.131341
2.486280,0.010705,2,1.866732,-4.306027,-52.202442,-1.133028
2.489985,0.010000,2,1.863456,-4.307759,-52.205715,-1.134716
2.493690,0.010000,2,1.860181,-4.309492,-52.208988,-1.136403
2.497396,0.010000,2,1.856905,-4.311224,-52.212260,-1.138091
2.501101,0.010830,2,1.853630,-4.312957,-52.215533,-1.139778
2.504806,0.011714,2,1.850355,-4.314689,-52.218806,-1.141466
2.508512,0.013023,2,1.847079,-4.316422,-52.222078,-1.143154
2.512217,0.014086,2,1.843804,-4.318154,-52.225351,-1.144841
2.515922,0.014776,2,1.840529,-4.319887,-52.228624,-1.146529
2.519628,0.014837,2,1.837253,-4.321619,-52.231896,-1.148216
2.523333,0.013679,2,1.833978,-4.323352,-52.235169,-1.149904
2.527038,0.011999,2,1.830703,-4.325084,-52.238441,-1.151591
2.530744,0.009816,2,1.827427,-4.326817,-52.241714,-1.153279
2.534449,0.006847,2,1.824152,-4.328549,-52.244987,-1.154966
2.538154,0.004899,2,1.820877,-4.330282,-52.248259,-1.156654
2.541860,0.003183,2,1.817601,-4.332014,-52.251532,-1.158341
2.545565,0.001902,2,1.814326,-4.333747,-52.254805,-1.160029
2.549270,0.001116,2,1.811051,-4.335479,-52.258077,-1.161716
2.552976,0.000578,2,1.807775,-4.337212,-52.261350,-1.163404
2.556681,0.000858,2,1.804500,-4.338944,-52.264623,-1.165091
2.560386,0.002227,2,1.801224,-4.340677,-52.267895,-1.166779
2.564092,0.002724,2,1.797949,-4.342409,-52.271168,-1.168466
2.567797,0.003000,2,1.794674,-4.344142,-52.274441,-1.170154
2.571502,0.003410,2,1.791398,-4.345874,-52.277713,-1.171841
2.575208,0.004632,2,1.788123,-4.347607,-52.280986,-1.173529
2.578913,0.005825,2,1.784848,-4.349339,-52.284259,-1.175216
2.582618,0.007167,2,1.781572,-4.351072,-52.287531,-1.176904
2.586324,0.007817,2,1.778297,-4.352804,-52.290804,-1.178591
2.590029,0.006914,2,1.775022,-4.354537,-52.294077,-1.180279
2.593734,0.005614,2,1.771746,-4.356269,-52.297349,-1.181966
2.597440,0.003561,2,1.768471,-4.358002,-52.300622,-1.183654
2.601145,0.002829,2,1.765196,-4.359734,-52.303895,-1.185341
2.604850,0.002866,2,1.761920,-4.361467,-52.307167,-1.187029
2.608556,0.003334,2,1.758645,-4.363199,-52.310440,-1.188716
2.612261,0.004489,2,1.755369,-4.364932,-52.313713,-1.190404
2.615966,0.006496,2,1.752094,-4.366664,-52.316985,-1.192091
2.619672,0.007877,2,1.748819,-4.368397,-52.320258,-1.193779
2.623377,0.008793,2,1.745543,-4.370129,-52.323531,-1.195466
2.627082,0.008329,2,1.742268,-4.371862,-52.326803,-1.197154
2.630788,0.007204,2,1.738993,-4.373594,-52.330076,-1.198841
2.634493,0.006608,2,1.735717,-4.375327,-52.333349,-1.200529
2.638198,0.006000,2,1.732442,-4.377059,-52.336621,-1.202216
2.641904,0.006414,2,1.729167,-4.378792,-52.339894,-1.203904
2.645609,0.007298,2,1.725891,-4.380524,-52.343167,-1.205591
2.649314,0.008182,2,1.722616,-4.382257,-52.346439,-1.207279
2.653020,0.009066,2,1.719341,-4.383989,-52.349712,-1.208966
2.656725,0.009559,2,1.716065,-4.385722,-52.352985,-1.210654
2.660430,0.009854,2,1.712790,-4.387454,-52.356257,-1.212341
2.664136,0.009654,2,1.709515,-4.389187,-52.359530,-1.214029
2.667841,0.009675,2,1.706239,-4.390919,-52.362803,-1.215716
2.671546,0.010485,2,1.702964,-4.392652,-52.366075,-1.217404
2.675252,0.011737,2,1.699688,-4.394384,-52.369348,-1.219091
2.678957,0.013505,2,1.696413,-4.396117,-52.372620,-1.220779
2.682662,0.015136,2,1.693138,-4.397849,-52.375893,-1.222466
2.686368,0.015849,2,1.689862,-4.399582,-52.379166,-1.224154
2.690073,0.015382,2,1.686587,-4.401314,-52.382438,-1.225842
2.693778,0.014914,2,1.683312,-4.403047,-52.385711,-1.227529
2.697484,0.014147,2,1.680036,-4.404779,-52.388984,-1.229217
2.701189,0.014000,2,1.676761,-4.406512,-52.392256,-1.230904
2.704894,0.013990,2,1.673486,-4.408244,-52.395529,-1.232592
2.708600,0.014589,2,1.670210,-4.409977,-52.398802,-1.234279
2.712305,0.014640,2,1.666935,-4.411709,-52.402074,-1.235967
2.716010,0.014692,2,1.663660,-4.413442,-52.405347,-1.237654
2.719716,0.014733,2,1.660384,-4.415174,-52.408620,-1.239342
2.723421,0.014794,2,1.657109,-4.416907,-52.411892,-1.241029
2.727126,0.014552,2,1.653833,-4.418639,-52.415165,-1.242717
2.730832,0.014761,2,1.650558,-4.420372,-52.418438,-1.244404
2.734537,0.015228,2,1.647283,-4.422104,-52.421710,-1.246092
2.738242,0.016089,2,1.644007,-4.423837,-52.424983,-1.247779
2.741948,0.017208,2,1.640732,-4.425569,-52.428256,-1.249467
2.745653,0.018321,2,1.637457,-4.427302,-52.431528,-1.251154
2.749358,0.019143,2,1.634181,-4.429034,-52.434801,-1.252842
2.753064,0.020494,2,1.630906,-4.430767,-52.438074,-1.254529
2.756769,0.021033,2,1.627631,-4.432499,-52.441346,-1.256217
2.760474,0.021501,2,1.624355,-4.434232,-52.444619,-1.257904
2.764180,0.021407,2,1.621080,-4.435964,-52.447892,-1.259592
2.767885,0.021000,2,1.617805,-4.437697,-52.451164,-1.261279
2.771590,0.021000,2,1.614529,-4.439429,-52.454437,-1.262967
2.775296,0.021145,2,1.611254,-4.441162,-52.457710,-1.264654
2.779001,0.021258,2,1.607979,-4.442894,-52.460982,-1.266342
2.782706,0.021999,2,1.604703,-4.444627,-52.464255,-1.268029
2.786412,0.022200,2,1.601428,-4.446359,-52.467528,-1.269717
2.790117,0.021759,2,1.598152,-4.448092,-52.470800,-1.271404
2.793822,0.021292,2,1.594877,-4.449824,-52.474073,-1.273092
2.797528,0.021265,2,1.591602,-4.451557,-52.477346,-1.274779
2.801233,0.020982,2,1.588326,-4.453289,-52.480618,-1.276467
2.804938,0.021191,2,1.585051,-4.455022,-52.483891,-1.278154
2.808644,0.021607,2,1.581776,-4.456754,-52.487164,-1.279842
2.812349,0.022020,2,1.578500,-4.458487,-52.490436,-1.281529
2.816054,0.021951,2,1.575225,-4.460219,-52.493709,-1.283217
2.819760,0.021859,2,1.571950,-4.461952,-52.496982,-1.284904
2.823465,0.021104,2,1.568674,-4.463684,-52.500254,-1.286592
2.827170,0.020773,2,1.565399,-4.465417,-52.503527,-1.288279
2.830876,0.020722,2,1.562124,-4.467149,-52.506799,-1.289967
2.834581,0.021043,2,1.558848,-4.468882,-52.510072,-1.291654
2.838286,0.021875,2,1.555573,-4.470614,-52.513345,-1.293342
2.841992,0.022678,2,1.552298,-4.472347,-52.516617,-1.295029
2.845697,0.023523,2,1.549022,-4.474079,-52.519890,-1.296717
2.849402,0.024120,2,1.545747,-4.475812,-52.523163,-1.298404
2.853108,0.024376,2,1.542471,-4.477544,-52.526435,-1.300092
2.856813,0.024131,2,1.539196,-4.479277,-52.529708,-1.301779
2.860518,0.023877,2,1.535921,-4.481009,-52.532981,-1.303467
2.864224,0.023410,2,1.532645,-4.482742,-52.536253,-1.305154
2.867929,0.022501,2,1.529370,-4.484474,-52.539526,-1.306842
2.871634,0.020104,2,1.526095,-4.486207,-52.542799,-1.308530
2.875340,0.017030,2,1.522819,-4.487939,-52.546071,-1.310217
2.879045,0.013789,2,1.519544,-4.489672,-52.549344,-1.311905
2.882750,0.011492,2,1.516269,-4.491404,-52.552617,-1.313592
2.886456,0.010184,2,1.512993,-4.493137,-52.555889,-1.315280
