0.000000000	0.009898757
0.004444444	0.009000000
0.008888889	0.009000000
0.013333333	0.008627619
0.017777778	0.008642587
0.022222222	0.009000000
0.026666667	0.008395609
0.031111111	0.007111493
0.035555556	0.006300764
0.040000000	0.005911373
0.044444444	0.006262695
0.048888889	0.009745594
0.053333333	0.015730680
0.057777778	0.020358260
0.062222222	0.018679556
0.066666667	0.012498666
0.071111111	0.004085642
0.075555556	-0.002581355
0.080000000	-0.005292990
0.084444444	-0.004255175
0.088888889	-0.000821395
0.093333333	0.003641592
0.097777778	0.008155779
0.102222222	0.008735860
0.106666667	0.005202905
0.111111111	-0.000800080
0.115555556	-0.006138186
0.120000000	-0.008142625
0.124444444	-0.007759338
0.128888889	-0.004028101
0.133333333	0.000162235
0.137777778	0.002495261
0.142222222	0.004405833
0.146666667	0.005977022
0.151111111	0.008144580
0.155555556	0.010362071
0.160000000	0.012673882
0.164444444	0.014425999
0.168888889	0.014798576
0.173333333	0.014224900
0.177777778	0.015272167
0.182222222	0.017592580
0.186666667	0.020594413
0.191111111	0.021030869
0.195555556	0.016251850
0.200000000	0.009756394
0.204444444	0.005223838
0.208888889	0.004169518
0.213333333	0.005424116
0.217777778	0.007691658
0.222222222	0.009616027
0.226666667	0.012030718
0.231111111	0.016985926
0.235555556	0.024352915
0.240000000	0.031125592
0.244444444	0.036600394
0.248888889	0.042196171
0.253333333	0.046398877
0.257777778	0.049237847
0.262222222	0.050000001
0.266666667	0.049552374
0.271111111	0.048769148
0.275555556	0.048115882
0.280000000	0.048495171
0.284444444	0.049050462
0.288888889	0.050944142
0.293333333	0.054096254
0.297777778	0.054745168
0.302222222	0.053153883
0.306666667	0.050010473
0.311111111	0.046395129
0.315555556	0.043163568
0.320000000	0.040267548
0.324444444	0.037563915
0.328888889	0.036083926
0.333333333	0.037010043
0.337777778	0.040577361
0.342222222	0.044380117
0.346666667	0.043638887
0.351111111	0.039532314
0.355555556	0.034020641
0.360000000	0.030366237
0.364444444	0.029823765
0.368888889	0.032749444
0.373333333	0.038288048
0.377777778	0.044036656
0.382222222	0.048312245
0.386666667	0.049110547
0.391111111	0.047223027
0.395555556	0.045036357
0.400000000	0.044059464
0.404444444	0.044699187
0.408888889	0.045906082
0.413333333	0.046600426
0.417777778	0.047205422
0.422222222	0.047760263
0.426666667	0.048282147
0.431111111	0.048795358
0.435555556	0.046013836
0.440000000	0.035878110
0.444444444	0.022811401
0.448888889	0.010145173
0.453333333	-0.000791362
0.457777778	-0.008606230
0.462222222	-0.015943907
0.466666667	-0.021455778
0.471111111	-0.027400334
0.475555556	-0.035475048
0.480000000	-0.037757145
0.484444444	-0.024109111
0.488888889	-0.001733034
0.493333333	0.014656619
0.497777778	0.016095283
0.502222222	0.009981997
0.506666667	0.008166577
0.511111111	0.008490602
0.515555556	0.008570917
0.520000000	0.008069928
0.524444444	0.008981533
0.528888889	0.011147685
0.533333333	0.014388744
0.537777778	0.017148589
0.542222222	0.019632594
0.546666667	0.021856723
0.551111111	0.025609151
0.555555556	0.030327067
0.560000000	0.035380251
0.564444444	0.038950382
0.568888889	0.040962910
0.573333333	0.043456424
0.577777778	0.046962137
0.582222222	0.051461267
0.586666667	0.053948584
0.591111111	0.057529380
0.595555556	0.060513459
0.600000000	0.063366374
0.604444444	0.062409713
0.608888889	0.059755683
0.613333333	0.057605266
0.617777778	0.057155326
0.622222222	0.055293447
0.626666667	0.050584557
0.631111111	0.045505276
0.635555556	0.038539291
0.640000000	0.033719486
0.644444444	0.028718449
0.648888889	0.021107942
0.653333333	0.006278670
0.657777778	-0.008273109
0.662222222	-0.018751992
0.666666667	-0.017229181
0.671111111	-0.002277047
0.675555556	0.021165592
0.680000000	0.042832289
0.684444444	0.055535978
0.688888889	0.059265060
0.693333333	0.061404295
0.697777778	0.065783731
0.702222222	0.073385218
0.706666667	0.082071450
0.711111111	0.089782338
0.715555556	0.095089299
0.720000000	0.096660491
0.724444444	0.097980480
0.728888889	0.098446781
0.733333333	0.098492173
0.737777778	0.098379382
0.742222222	0.098174930
0.746666667	0.097224360
0.751111111	0.095434164
0.755555556	0.092547120
0.760000000	0.088307299
0.764444444	0.084432416
0.768888889	0.081542369
0.773333333	0.077055377
0.777777778	0.064343658
0.782222222	0.045329399
0.786666667	0.025933698
0.791111111	0.012139807
0.795555556	0.005560239
0.800000000	0.006093375
0.804444444	0.007451289
0.808888889	0.007982688
0.813333333	0.009016363
0.817777778	0.015983521
0.822222222	0.029203574
0.826666667	0.044115968
0.831111111	0.054047641
0.835555556	0.054168744
0.840000000	0.050125607
0.844444444	0.049083200
0.848888889	0.050376180
0.853333333	0.052440407
0.857777778	0.054343101
0.862222222	0.055807051
0.866666667	0.056941276
0.871111111	0.056786042
0.875555556	0.054234416
0.880000000	0.049689439
0.884444444	0.046740102
0.888888889	0.046132091
0.893333333	0.047473959
0.897777778	0.049470165
0.902222222	0.050810245
0.906666667	0.050509059
0.911111111	0.045698311
0.915555556	0.040338117
0.920000000	0.033659489
0.924444444	0.027319821
0.928888889	0.024213268
0.933333333	0.020314499
0.937777778	0.012942858
0.942222222	0.003695996
0.946666667	-0.001366682
0.951111111	-0.002073590
0.955555556	0.000749066
0.960000000	0.002338208
0.964444444	0.000978163
0.968888889	-0.002401718
0.973333333	-0.006478251
0.977777778	-0.009229069
0.982222222	-0.010399669
0.986666667	-0.010089578
0.991111111	-0.009200464
0.995555556	-0.006901358
1.000000000	-0.004519292
1.004444444	-0.000920598
1.008888889	0.002862709
1.013333333	0.004488937
1.017777778	0.004313479
1.022222222	0.001273215
1.026666667	-0.004025999
1.031111111	-0.008855464
1.035555556	-0.011243053
1.040000000	-0.010054203
1.044444444	-0.008056762
1.048888889	-0.007130883
1.053333333	-0.009505463
1.057777778	-0.015278079
1.062222222	-0.020506950
1.066666667	-0.023771262
1.071111111	-0.022350444
1.075555556	-0.018129733
1.080000000	-0.013890281
1.084444444	-0.011501958
1.088888889	-0.011916327
1.093333333	-0.012908847
1.097777778	-0.012202346
1.102222222	-0.013166765
1.106666667	-0.014376358
1.111111111	-0.016850360
1.115555556	-0.019518498
1.120000000	-0.022312196
1.124444444	-0.025408843
1.128888889	-0.027135915
1.133333333	-0.026449038
1.137777778	-0.021063270
1.142222222	-0.015853238
1.146666667	-0.009450129
1.151111111	-0.002577389
1.155555556	0.005068072
1.160000000	0.011268911
1.164444444	0.014028939
1.168888889	0.015509327
1.173333333	0.015243768
1.177777778	0.013127467
1.182222222	0.008725645
1.186666667	0.002642270
1.191111111	-0.002793636
1.195555556	-0.005179662
1.200000000	-0.005250700
